P22,P2002,P3,P2,P1304,P2004,P28,P803,P1303,P27,P1301,P25,P23,P802,P0A,P2001,P801,P1,CAPITAL,CCAA,P14R,P26,P4,P804,P19,TAMUNI,P1302,ESTUDIOS,P2003
1,4,-5,-2,10,8,3,-5,0,1,9,2,64,-4,1,9,-3,-2,3,7,95,2,5,-2,10,1,0,4,1
1,4,-2,-1,0,10,1,-3,0,2,0,2,67,-2,1,10,-5,-1,3,7,2,1,2,-5,4,1,10,3,10
2,5,-4,-1,0,9,1,-3,8,2,0,1,37,-3,1,9,-5,-1,3,7,2,5,4,-4,3,1,10,6,2
2,5,-5,-1,4,7,1,-5,0,2,4,7,46,-5,1,7,-4,-1,3,7,18,2,5,-2,10,1,0,3,2
1,3,-4,-4,5,8,1,-4,0,1,5,2,82,-4,1,7,-3,-4,3,7,4,2,3,-3,6,1,0,2,1
1,4,-3,-4,0,7,1,-3,0,1,0,1,64,-3,1,6,-3,-4,3,7,2,1,3,-3,4,1,10,2,2
2,2,-3,-3,5,9,1,-4,3,1,0,6,22,-3,1,6,-3,-3,2,7,2,5,3,-3,4,5,9,4,1
2,1,-4,-1,2,3,1,-5,0,1,6,1,44,-4,1,6,-2,-1,2,7,1,1,2,-4,99,5,0,6,1
2,5,-3,-2,0,7,1,-3,5,2,0,1,52,-3,1,7,-4,-3,2,7,3,4,3,-4,3,5,5,6,2
1,3,-3,-1,0,6,1,-3,8,1,0,1,67,-3,1,7,-4,-2,2,7,3,4,3,-3,3,5,8,6,2
2,4,-3,-1,5,5,1,-4,5,2,0,1,57,-4,1,7,-5,-2,2,7,4,2,4,-2,5,5,0,6,3
1,4,-4,-2,6,4,1,-5,0,1,8,2,75,-4,1,7,-3,-3,2,7,1,1,4,-3,7,5,1,6,2
2,3,-3,-1,8,6,1,-5,0,1,6,1,32,-4,1,7,-3,-3,2,7,4,1,3,-3,6,5,1,6,2
2,5,-3,-2,5,6,1,-4,1,1,0,2,70,-3,1,8,-4,-4,2,7,2,1,3,-3,5,5,6,3,2
1,3,-4,-4,6,6,1,-5,0,1,8,1,58,-4,1,7,-2,-2,2,7,97,2,4,-3,5,5,0,6,1
1,5,-4,-2,0,7,1,-3,5,2,0,1,42,-3,1,8,-4,-2,2,7,3,5,4,-4,2,5,5,6,3
1,7,-4,-1,0,8,1,-2,3,2,0,1,33,-4,1,8,-5,-2,2,7,5,5,4,-4,1,5,0,5,4
2,4,-4,-2,9,5,1,-4,0,1,5,4,41,-3,1,7,-3,-2,2,7,4,1,3,-3,5,5,3,6,2
2,4,-4,-1,0,8,1,-5,0,1,10,1,45,-4,1,9,-2,-2,2,7,1,1,3,-3,10,5,0,6,3
1,3,-3,-1,4,5,1,-5,0,2,6,1,46,-4,1,8,-3,-2,2,7,18,1,3,-3,8,5,1,6,1
1,5,-3,-3,5,4,1,-4,0,2,10,1,45,-3,1,7,-2,-3,3,7,1,2,3,-3,6,2,0,3,1
2,8,-5,-3,5,5,1,-5,0,2,6,1,47,-3,1,9,-3,-4,3,7,4,2,4,-3,6,2,5,6,3
1,6,-5,-1,0,7,1,-5,10,2,0,4,44,-5,1,8,-5,-2,3,7,3,5,4,-5,3,2,0,5,2
2,5,-5,-4,0,6,1,-3,5,1,0,2,67,-3,1,10,-5,-3,3,7,5,2,4,-4,4,2,5,1,3
2,3,-5,-2,0,9,1,-4,0,2,0,1,28,-4,1,6,-5,-2,3,7,5,5,5,-4,5,2,10,6,2
1,7,-5,-1,5,7,1,-5,5,2,5,1,32,-5,1,9,-1,-2,3,7,97,4,3,-3,6,2,5,4,3
2,3,-5,-2,5,7,1,-5,0,1,7,4,23,-3,1,8,-3,-3,3,7,97,6,4,-3,98,2,7,6,1
2,4,-3,-1,0,6,1,-5,0,1,10,1,31,-4,1,7,-2,-1,3,7,1,1,3,-3,8,1,0,6,2
1,5,-3,-2,5,7,1,-4,0,2,10,2,52,-3,1,8,-3,-2,3,7,97,2,3,-3,8,1,0,1,2
1,5,-3,-2,0,7,1,-4,0,2,10,2,80,-3,1,8,-2,-1,3,7,1,2,3,-3,8,1,0,1,1
1,1,-5,-1,10,6,1,-5,0,1,10,1,60,-5,1,7,-2,-2,3,7,1,2,5,-2,9,2,0,3,1
2,4,-5,-2,2,5,1,-4,0,1,0,1,54,-4,1,8,-4,-4,3,7,2,2,4,-4,3,2,2,3,2
1,5,-3,-1,0,6,1,-3,4,2,0,2,73,-3,1,9,-5,-2,3,7,5,4,3,-4,3,2,0,3,5
1,5,-5,-3,0,10,1,-2,10,2,0,2,86,-3,1,10,-5,-2,3,7,3,5,5,-5,1,2,2,1,1
2,6,-4,-2,6,6,1,-2,9,2,0,2,71,-3,1,6,-5,-2,3,7,3,6,5,-3,5,2,10,5,5
1,3,-4,-2,5,4,1,-4,0,2,8,1,48,-3,1,6,-3,-1,3,7,1,2,5,-4,6,2,5,3,1
1,4,-3,-2,0,4,1,-3,0,2,0,1,37,-2,1,8,-3,-3,3,7,2,2,4,-3,3,2,10,3,2
1,5,-3,-3,3,6,1,-2,8,1,0,1,28,-2,1,8,-3,-3,2,7,3,5,4,-2,3,5,5,5,2
2,3,-3,-3,0,9,1,-3,0,2,0,1,33,-2,1,8,-2,-3,2,7,2,2,2,-3,4,5,10,6,1
1,3,-4,-1,5,4,1,-4,0,1,5,1,54,-3,1,4,-3,-2,2,7,18,2,3,-3,5,5,0,5,2
2,4,-3,-2,3,6,1,-4,0,1,3,4,38,-3,1,6,-3,-2,2,7,4,2,4,-3,5,5,0,6,2
1,5,-2,-3,3,6,1,-3,1,2,0,1,52,-2,1,9,-3,-2,2,7,5,1,3,-2,4,5,1,6,2
2,4,-4,-1,0,9,1,-2,9,1,0,1,52,-3,1,8,-4,-2,2,7,2,4,3,-4,3,5,9,6,2
2,3,-3,-2,0,7,1,-4,0,1,10,6,28,-4,1,8,-2,-3,2,7,1,2,4,-3,6,5,0,6,3
1,5,-2,-2,1,7,3,-4,1,1,0,1,62,-3,1,8,-4,-2,2,7,2,2,2,-4,4,5,4,5,4
2,3,-3,-2,3,5,1,-5,0,2,0,1,50,-3,1,1,-4,-4,2,7,2,2,3,-3,4,5,6,6,1
2,7,-4,-2,5,5,1,-5,3,1,9,2,76,-4,1,9,-2,-2,2,7,1,2,4,-3,10,5,7,2,4
1,3,-3,-2,6,6,1,-3,4,1,4,1,39,-3,1,7,-3,-3,2,7,4,2,2,-3,6,5,3,6,5
1,6,-4,-1,5,5,1,-5,0,1,0,1,47,-5,1,7,-3,-2,2,7,97,5,3,-3,4,5,5,5,4
2,3,-3,-1,0,8,2,-2,0,1,0,1,51,-2,1,9,-5,-2,2,7,2,1,3,-5,3,5,10,6,2
1,4,-4,-1,2,6,1,-3,0,1,1,4,30,-4,1,6,-3,-2,2,7,1,5,4,-4,4,5,1,4,2
2,3,-5,-4,3,2,1,-4,3,2,6,1,29,-3,1,6,-3,-3,2,7,1,1,4,-4,98,5,4,3,2
1,3,-4,-4,2,9,1,-4,5,1,0,6,23,-4,1,8,-4,-4,2,7,2,5,3,-4,5,5,8,4,2
2,7,-5,-2,0,10,1,-5,4,2,0,1,46,-5,1,10,-5,-3,2,7,97,2,5,-5,5,5,5,3,10
1,4,-3,-2,1,7,1,-2,6,1,0,1,48,-2,1,8,-3,-2,2,7,2,5,3,-3,3,5,6,3,3
1,4,-3,-2,8,6,1,-4,0,1,5,1,33,-3,1,7,-3,-2,2,7,4,5,3,-2,6,5,0,4,1
1,6,-4,-2,0,8,1,-4,5,2,0,1,30,-4,1,8,-5,-3,3,7,3,5,3,-4,4,3,0,6,4
1,4,-3,-2,5,7,1,-3,7,2,0,6,22,-3,1,8,-4,-3,3,7,2,4,3,-3,3,3,8,6,2
2,1,-5,-1,3,6,1,-5,0,2,5,1,24,-5,1,9,-2,-3,3,7,1,1,4,-3,10,3,0,5,1
1,6,-5,-2,0,8,1,-2,10,1,0,1,37,-4,1,9,-5,-1,3,7,3,6,4,-4,1,3,0,6,2
2,3,-4,-3,3,8,1,-5,0,2,2,1,33,-5,1,7,-3,-3,3,7,18,2,3,-2,9,3,0,5,1
2,4,-4,-3,7,6,1,-4,0,1,6,4,46,-3,1,6,-3,-3,3,7,4,2,4,-3,6,3,7,2,2
2,4,-4,-4,0,6,1,-5,0,1,10,2,71,-5,1,8,-2,-4,3,7,1,1,4,-3,8,3,0,2,3
1,5,-5,-1,0,5,1,-5,0,1,10,4,53,-5,1,6,-2,-1,3,7,1,2,5,-5,10,3,0,6,4
2,2,-2,-1,0,8,1,-2,8,1,0,2,71,-2,1,8,-5,-1,3,7,2,5,3,-4,1,3,10,3,1
1,4,-4,-3,8,8,1,-5,1,2,8,6,20,-4,1,8,-2,-3,3,7,1,5,2,-2,9,3,3,6,1
1,5,-4,-1,0,8,1,-4,0,1,10,4,53,-4,1,8,-3,-2,3,7,1,1,4,-4,8,3,0,6,3
2,4,-2,-1,0,8,1,-2,3,2,0,4,28,-1,1,9,-5,-1,3,7,2,4,3,-5,3,3,10,6,1
1,6,-3,-1,0,8,1,-3,10,2,0,4,34,-3,1,9,-5,-1,3,7,3,5,4,-5,2,3,3,5,4
2,5,-5,-4,0,2,1,-5,0,2,0,4,42,-5,1,2,-5,-4,3,7,1,5,5,-5,10,3,0,2,1
2,5,-5,-2,8,7,1,-4,0,2,5,4,56,-4,1,8,-4,-3,3,7,4,2,5,-4,6,3,5,3,1
1,1,-5,-1,0,9,2,-5,6,1,0,4,59,-4,1,10,-5,-2,3,7,5,1,5,-5,1,3,8,3,1
1,4,-4,-1,7,8,1,-4,10,1,0,2,85,-3,1,10,-5,-4,3,7,2,4,3,-5,1,3,10,2,3
1,4,-4,-4,5,5,1,-5,0,1,6,2,83,-3,1,6,-3,-3,3,7,1,2,3,-3,6,3,0,1,2
1,4,-5,-2,3,6,1,-4,5,1,2,1,55,-4,1,7,-5,-3,3,7,2,2,5,-4,4,3,5,4,3
1,4,-4,-2,5,6,1,-4,0,1,0,1,43,-4,1,4,-4,-2,3,7,4,2,4,-3,5,3,0,3,3
1,5,-3,-2,3,7,2,-4,4,1,0,2,65,-3,1,7,-4,-3,3,7,2,4,4,-5,5,3,5,6,3
2,4,-3,-4,6,7,1,-3,4,1,7,4,35,-3,2,6,-3,-4,3,7,1,2,3,-3,5,3,3,3,4
1,5,-3,-1,5,5,1,-2,0,1,8,6,23,-4,1,7,-3,-1,3,7,5,4,2,-2,3,3,8,6,3
1,3,-3,-2,3,6,1,-3,3,2,5,6,25,-3,1,8,-3,-2,3,7,97,2,3,-3,6,3,5,5,1
1,2,-3,-2,7,7,1,-5,0,2,10,2,65,-5,1,10,-2,-3,3,7,1,1,3,-3,10,3,2,3,2
1,5,-5,-2,0,10,1,-3,9,2,0,1,36,-5,1,9,-5,-2,3,7,3,5,5,-5,1,3,4,5,1
1,4,-4,-3,5,5,1,-5,0,2,9,4,23,-3,1,6,-1,-2,3,7,18,2,3,-3,8,3,5,3,1
1,4,-4,-2,0,9,1,-3,7,1,0,6,26,-3,1,9,-4,-2,3,7,3,5,3,-3,2,3,5,6,3
2,2,-5,-1,2,6,1,-5,0,1,0,4,42,-5,1,6,-5,-2,3,7,2,2,5,-5,5,3,0,5,2
2,5,-4,-1,6,6,1,-5,3,1,8,1,55,-4,1,8,-3,-3,3,7,1,2,4,-3,9,3,4,3,4
1,3,-3,-2,6,5,1,-3,6,2,0,2,65,-4,1,10,-4,-4,3,7,2,2,3,-3,5,3,10,2,6
1,3,-4,-4,6,7,1,-5,3,2,6,2,49,-5,1,9,-4,-3,3,7,4,2,4,-4,9,3,4,4,2
1,2,-4,-3,10,6,1,-5,0,2,0,1,35,-4,1,8,-3,-3,3,7,1,2,4,-3,7,3,0,4,1
2,5,-3,-1,10,8,1,-5,1,1,3,1,25,-4,1,9,-3,-2,3,7,4,2,2,-2,8,3,1,6,2
2,4,-5,-2,4,7,1,-5,0,2,0,6,24,-5,1,8,-5,-4,3,7,4,2,4,-5,6,3,0,6,2
2,4,-3,-1,0,7,1,-1,10,1,0,6,43,-2,1,8,-5,-1,2,7,3,4,3,-5,1,5,0,5,2
1,3,-4,-2,10,6,2,-5,0,1,3,1,41,-5,1,8,-4,-1,2,7,4,2,3,-1,6,5,1,6,1
1,3,-5,-1,0,4,1,-5,0,2,4,1,46,-5,1,5,-4,-1,2,7,18,5,2,-4,8,5,0,3,1
2,5,-3,-2,8,8,3,-4,0,1,10,3,77,-3,1,9,-2,-4,2,7,1,1,2,-3,8,5,0,1,1
1,5,-3,-2,4,9,1,-3,5,1,0,2,87,-3,1,9,-4,-2,2,7,2,2,3,-4,4,5,10,6,4
2,6,-3,-2,3,7,1,-3,8,1,0,2,62,-3,1,9,-3,-3,2,7,17,6,2,-3,3,5,5,6,4
1,1,-5,-1,5,5,2,-3,6,1,0,2,70,-2,1,9,-4,-2,2,10,2,2,5,-4,1,5,10,2,1
1,3,-4,-4,0,5,1,-4,0,1,0,1,62,-4,1,6,-4,-4,2,10,18,2,4,-3,8,5,0,3,1
2,2,-4,-3,3,8,2,-4,2,1,8,1,30,-3,1,5,-3,-3,2,10,1,2,4,-3,5,5,1,5,1
2,4,-5,-2,0,8,1,-3,0,1,0,7,51,-3,1,10,-3,-4,2,10,2,2,3,-3,3,5,9,5,1
2,4,-3,-1,3,6,2,-3,2,1,0,1,57,-3,1,8,-3,-2,2,10,2,2,3,-3,4,5,4,6,2
1,5,-3,-1,0,5,1,-1,10,2,0,1,27,-3,1,3,-5,-1,2,10,3,4,3,-4,4,5,5,5,4
1,4,-3,-1,8,5,1,-5,1,1,5,1,45,-4,1,6,-3,-2,2,10,4,2,3,-3,6,5,3,6,1
1,4,-3,-3,3,6,1,-4,1,1,1,1,57,-3,1,7,-4,-3,2,10,2,2,3,-3,5,5,6,5,1
2,3,-5,-2,4,7,1,-4,0,1,1,7,55,-4,1,7,-4,-2,2,10,2,2,4,-4,4,5,5,3,1
1,4,-3,-2,4,5,1,-3,2,1,5,1,28,-3,1,6,-3,-2,2,10,97,2,4,-3,5,5,4,4,3
2,3,-3,-2,5,5,1,-3,4,1,3,1,31,-3,1,6,-4,-2,2,10,2,1,3,-3,4,5,6,6,1
1,4,-5,-1,5,5,1,-4,0,1,5,1,25,-4,1,7,-4,-1,2,10,97,2,5,-4,6,5,4,6,1
2,3,-4,-2,2,8,1,-3,2,1,1,6,23,-3,1,8,-4,-2,2,10,2,2,5,-3,4,5,6,6,2
1,2,-5,-2,3,7,1,-4,2,1,3,4,46,-4,1,9,-4,-3,3,10,97,5,4,-4,5,5,2,5,1
2,3,-3,-2,5,6,1,-4,1,1,1,1,30,-3,1,6,-3,-2,3,10,97,5,3,-3,5,5,6,4,2
1,3,-4,-2,4,6,1,-4,2,2,3,4,37,-4,1,6,-5,-2,3,10,2,3,5,-5,3,5,6,5,2
1,3,-5,-1,1,5,3,-3,6,1,0,4,60,-5,1,8,-5,-1,3,10,3,2,4,-5,4,5,2,3,1
2,5,-4,-1,7,6,1,-4,0,1,0,4,51,-4,1,6,-4,-3,3,10,2,1,3,-3,4,5,5,5,1
2,3,-2,-2,2,5,1,-4,3,1,1,1,43,-4,1,8,-4,-3,3,10,2,2,3,-4,3,5,5,5,2
1,5,-3,-2,5,5,1,-3,4,1,6,1,53,-5,1,7,-4,-2,3,10,2,5,5,-2,4,5,5,6,3
1,2,-4,-2,2,5,1,-5,0,1,8,2,65,-5,1,6,-2,-1,3,10,1,2,4,-3,6,5,1,2,1
1,4,-3,-2,6,5,1,-3,3,1,2,6,19,-3,1,7,-4,-1,3,10,4,5,4,-3,5,5,6,4,2
1,4,-5,-1,6,7,1,-5,0,1,6,1,52,-5,1,6,-3,-2,3,10,1,2,5,-3,6,5,1,6,1
2,4,-4,-1,4,7,1,-4,5,1,1,1,54,-3,1,6,-4,-1,3,10,2,5,3,-4,4,5,8,6,2
1,4,-3,-2,0,8,1,-2,9,2,0,1,59,-3,1,9,-5,-2,3,10,3,5,5,-5,1,5,6,4,1
2,3,-3,-1,4,7,1,-3,5,1,2,1,41,-3,1,8,-5,-2,3,10,2,2,3,-4,4,5,7,5,2
2,4,-5,-2,2,5,1,-5,0,1,9,7,58,-4,1,6,-3,-3,3,10,1,1,4,-3,5,5,0,2,1
1,3,-4,-3,5,5,1,-5,1,1,5,4,49,-5,1,6,-5,-2,3,10,1,2,5,-5,6,5,1,3,3
1,5,-4,-2,1,6,1,-4,1,1,4,1,29,-5,1,7,-4,-2,3,10,1,2,4,-4,7,5,1,3,1
1,4,-3,-2,5,6,1,-3,5,1,2,4,55,-2,1,8,-4,-2,3,10,2,2,4,-3,3,5,7,2,3
2,6,-5,-4,1,8,1,-5,1,1,1,2,65,-5,1,9,-4,-3,3,10,2,2,5,-4,4,5,1,2,3
2,2,-5,-2,3,6,1,-5,1,1,4,1,41,-5,1,8,-2,-2,3,10,1,1,4,-2,6,5,1,5,2
1,4,-5,-1,5,7,1,-4,3,1,0,1,48,-3,1,9,-5,-3,3,10,2,5,4,-3,1,5,5,3,3
1,6,-5,-2,4,8,1,-4,6,1,1,1,39,-4,1,8,-4,-3,3,10,3,2,4,-4,4,5,5,3,3
1,3,-3,-3,6,6,1,-5,5,2,5,1,30,-4,1,8,-2,-3,3,10,1,2,3,-3,5,5,5,4,1
2,3,-5,-2,6,5,1,-5,1,2,5,4,59,-4,1,8,-3,-2,3,10,4,2,5,-2,5,5,1,3,1
1,1,-5,-3,5,5,1,-5,0,2,6,1,58,-4,1,7,-3,-3,3,10,18,1,5,-3,7,4,0,3,1
1,2,-3,-4,0,6,1,-4,0,2,0,2,81,-3,1,7,-5,-3,3,10,2,2,4,-4,3,4,7,2,6
2,6,-4,-3,1,1,1,-4,2,2,3,2,64,-3,1,4,-3,-3,3,10,1,2,4,-4,5,4,4,6,2
2,4,-4,-1,6,7,1,-3,4,2,4,1,43,-4,2,8,-4,-3,3,10,4,5,3,-2,5,4,4,3,3
1,5,-4,-3,5,8,1,-4,0,2,5,1,30,-4,1,10,-4,-4,3,10,97,2,3,-4,7,4,0,3,2
1,3,-2,-1,0,8,1,-3,7,1,0,1,47,-2,1,10,-5,-1,3,10,2,6,2,-4,3,4,10,3,2
1,5,-5,-4,6,5,1,-3,6,2,6,1,43,-3,1,5,-3,-4,3,10,18,1,5,-3,5,4,6,3,5
2,2,-5,-3,0,8,1,-4,4,2,0,4,26,-3,1,10,-5,-3,3,10,2,2,5,-4,2,4,7,2,1
2,4,-3,-3,7,7,1,-4,4,2,7,7,59,-3,1,7,-3,-3,3,10,2,2,3,-3,6,4,7,3,4
1,1,-5,-2,8,5,1,-5,0,2,0,1,23,-4,1,10,-4,-2,3,10,4,1,4,-2,5,4,5,3,2
1,4,-3,-3,9,6,3,-4,0,1,0,4,61,-3,1,5,-3,-2,3,10,4,2,4,-3,5,4,0,5,3
1,2,-3,-4,4,5,1,-4,4,2,4,2,82,-3,1,7,-5,-3,3,10,2,2,4,-5,6,4,9,2,5
2,5,-1,-4,0,6,1,-2,0,1,0,2,69,-2,1,10,-3,-2,3,10,2,5,3,-4,4,4,10,3,4
2,6,-5,-3,10,5,1,-3,0,2,10,4,19,-3,1,5,-2,-3,3,10,2,2,4,-3,6,4,0,3,9
2,7,-5,-2,8,7,1,-5,0,1,0,1,43,-4,1,9,-5,-3,3,10,2,2,4,-2,5,4,7,3,2
1,5,-4,-1,0,9,1,-3,7,2,0,1,30,-4,1,8,-5,-2,3,10,3,5,4,-4,1,4,5,2,1
1,4,-5,-4,5,6,1,-4,0,1,0,1,60,-4,1,7,-4,-3,3,10,4,2,4,-4,5,4,0,3,2
1,4,-4,-1,4,6,1,-4,3,1,0,1,42,-3,1,7,-5,-3,3,10,97,5,3,-3,4,4,5,4,2
1,4,-4,-4,1,6,1,-4,1,2,1,4,49,-4,2,7,-4,-4,3,10,97,3,4,-4,5,4,1,2,2
2,4,-5,-4,10,6,1,-4,0,2,0,1,29,-4,1,7,-4,-4,3,10,97,3,5,-2,6,4,0,5,2
2,4,-5,-1,0,7,1,-2,0,1,0,7,64,-2,1,7,-4,-2,3,10,2,1,3,-3,4,4,10,5,2
1,4,-4,-3,0,7,1,-4,0,2,0,1,26,-4,1,8,-4,-2,3,10,95,4,5,-4,3,4,0,3,3
1,5,-5,-2,0,6,1,-3,5,2,0,1,28,-2,1,7,-5,-4,3,10,2,2,5,-3,3,4,8,3,3
2,4,-5,-2,0,7,1,-2,0,2,0,4,62,-2,1,8,-5,-3,3,10,2,6,2,-4,3,4,10,3,2
1,4,-3,-3,4,6,1,-4,0,1,6,4,36,-4,1,6,-2,-3,3,10,5,2,3,-3,4,4,2,5,2
2,4,-5,-1,0,6,1,-4,0,1,0,4,25,-4,1,7,-4,-3,3,10,18,2,5,-4,8,4,0,4,2
2,5,-4,-4,0,6,1,-5,0,2,0,1,35,-5,1,7,-5,-4,3,10,97,5,4,-5,5,4,0,5,3
1,4,-4,-2,5,6,1,-3,6,2,5,4,45,-3,1,7,-3,-2,3,10,2,2,4,-3,5,4,6,3,2
1,4,-3,-2,8,7,1,-3,0,1,2,4,33,-3,1,8,-3,-2,3,10,4,2,4,-3,6,4,0,2,2
1,4,-5,-4,0,6,1,-3,7,2,0,1,26,-3,1,7,-5,-4,3,10,3,2,5,-5,3,4,6,3,3
2,5,-5,-4,0,7,1,-4,0,2,0,3,69,-4,1,7,-4,-4,3,10,97,2,5,-4,5,4,6,1,2
2,5,-5,-2,0,6,1,-4,0,2,0,4,60,-4,1,8,-4,-3,3,10,5,2,5,-4,3,4,0,2,3
2,4,-5,-4,0,7,1,-3,0,2,0,4,25,-2,1,8,-4,-4,3,10,2,1,5,-3,4,4,10,3,2
1,4,-5,-3,8,6,1,-5,0,2,0,4,50,-5,1,7,-5,-4,3,10,4,2,5,-3,6,4,0,3,2
1,5,-4,-3,7,6,2,-3,0,2,6,2,68,-3,1,7,-3,-4,3,10,4,2,4,-3,6,4,0,5,2
2,4,-5,-1,4,7,1,-3,7,2,0,2,66,-3,1,8,-5,-2,3,10,2,4,4,-3,4,4,10,6,2
2,4,-5,-2,0,7,1,-4,0,2,0,2,64,-4,1,7,-4,-4,3,10,97,2,5,-4,5,4,0,6,2
1,4,-5,-1,5,6,1,-5,0,2,5,2,60,-3,1,6,-3,-4,3,10,1,2,4,-3,6,4,0,4,2
2,4,-4,-2,0,7,1,-4,0,2,0,1,51,-3,1,8,-5,-1,3,10,2,2,4,-4,4,4,10,4,2
1,4,-4,-3,4,6,1,-5,0,2,7,1,35,-5,1,7,-3,-3,3,10,1,2,4,-3,6,4,0,5,2
2,5,-3,-1,0,9,1,-2,9,2,0,6,24,-3,1,8,-4,-1,3,10,5,4,3,-3,4,4,7,4,4
2,4,-5,-4,0,7,1,-3,2,2,0,1,44,-3,1,8,-3,-4,3,10,2,2,3,-3,4,2,8,5,2
2,4,-5,-3,6,6,1,-5,0,2,8,4,34,-5,1,6,-2,-3,3,10,1,3,5,-3,6,2,0,3,2
2,5,-5,-4,0,6,1,-4,5,2,0,1,24,-4,1,8,-4,-4,3,10,3,2,5,-4,5,2,0,5,3
2,4,-5,-1,0,6,1,-5,0,2,0,7,65,-5,1,7,-5,-4,3,10,18,1,5,-5,8,2,0,2,2
1,5,-4,-4,7,6,1,-3,4,1,0,1,22,-3,1,7,-3,-3,3,10,4,2,4,-2,5,2,0,5,2
1,4,-5,-4,0,7,1,-4,0,2,0,4,60,-3,1,8,-4,-3,3,10,2,2,4,-4,4,2,10,2,2
2,5,-5,-2,5,6,1,-4,0,2,0,3,72,-3,1,8,-3,-4,3,10,4,1,5,-3,5,2,5,2,2
2,4,-4,-1,5,6,1,-5,0,1,10,7,64,-4,1,7,-2,-2,3,10,1,1,4,-3,7,2,0,2,2
1,5,-3,-3,6,6,1,-4,0,1,10,2,75,-3,1,6,-2,-3,3,10,1,1,3,-2,6,2,0,6,2
2,5,-5,-4,5,6,1,-4,0,1,0,1,54,-4,1,8,-4,-4,3,10,4,5,5,-2,6,2,5,3,2
2,4,-4,-4,5,6,1,-4,0,2,0,4,41,-2,1,7,-3,-4,3,10,4,2,3,-2,5,2,5,6,2
1,4,-4,-4,3,8,1,-4,1,2,6,5,25,-3,1,9,-4,-4,3,10,2,2,5,-4,5,2,7,6,7
2,4,-4,-1,8,7,1,-3,3,1,0,6,20,-3,1,7,-4,-2,3,10,7,2,5,-3,5,2,1,3,2
1,5,-4,-4,10,6,1,-5,0,2,1,1,38,-4,1,8,-3,-3,3,10,4,2,4,-2,6,2,0,3,2
2,4,-4,-3,0,7,1,-4,0,2,0,1,34,-2,1,8,-4,-3,3,10,2,2,4,-4,4,2,10,3,2
1,4,-4,-3,6,6,1,-5,0,2,5,1,23,-4,1,7,-3,-3,3,10,4,2,4,-3,6,2,0,3,2
1,5,-5,-2,0,6,1,-5,0,1,7,1,40,-5,1,8,-2,-3,3,10,18,1,5,-3,8,3,0,4,2
1,4,-4,-3,7,6,1,-3,0,1,5,6,23,-3,1,7,-3,-3,3,10,4,1,4,-3,6,3,0,4,2
1,3,-4,-2,6,7,1,-5,0,2,9,1,29,-5,1,7,-3,-2,3,10,18,2,4,-3,7,3,0,3,1
2,5,-5,-2,0,6,1,-5,0,2,0,4,56,-5,1,8,-5,-4,3,10,97,1,5,-5,5,3,0,3,2
2,4,-5,-4,0,7,1,-4,0,2,0,4,29,-4,1,8,-4,-4,3,10,17,2,5,-4,5,3,0,4,2
2,4,-5,-4,6,6,1,-4,0,2,0,7,47,-4,1,7,-4,-4,3,10,4,1,4,-4,5,3,0,3,2
1,2,-5,-3,0,5,1,-4,0,2,10,1,40,-4,1,6,-3,-4,3,10,1,2,4,-3,7,3,0,3,2
2,3,-4,-1,5,6,1,-5,1,1,10,2,71,-4,1,6,-2,-2,3,10,1,1,3,-3,6,3,1,6,2
1,4,-3,-2,6,6,1,-3,1,1,5,1,47,-3,1,7,-3,-2,3,10,4,2,4,-3,6,3,1,3,2
2,3,-3,-2,3,6,1,-4,1,2,5,7,51,-4,1,9,-4,-3,3,10,1,1,5,-4,9,3,1,3,3
1,4,-4,-2,5,6,1,-4,1,1,6,1,38,-4,1,8,-4,-2,3,10,1,2,3,-3,6,3,4,6,1
1,3,-5,-1,9,5,1,-5,0,1,6,2,76,-5,1,6,-3,-2,3,10,1,2,3,-2,5,3,0,1,1
1,4,-4,-2,0,5,1,-5,0,2,0,4,55,-2,1,6,-5,-3,3,10,2,5,5,-5,3,3,9,3,1
2,3,-5,-2,1,5,1,-5,0,1,9,4,44,-5,1,6,-2,-2,3,10,1,2,5,-3,8,3,0,3,1
2,4,-5,-1,6,6,1,-5,0,2,6,4,50,-4,1,7,-3,-4,3,10,4,2,4,-3,5,2,0,3,2
1,4,-4,-1,0,6,1,-3,2,1,0,1,61,-3,1,8,-5,-2,2,10,2,2,4,-4,3,5,10,4,2
1,4,-5,-4,0,3,1,-5,0,2,0,4,27,-5,1,3,-5,-3,2,10,18,5,5,-5,9,5,0,3,1
2,4,-4,-1,0,6,1,-5,1,1,1,4,50,-3,1,8,-5,-2,2,10,2,2,4,-5,4,5,10,3,2
2,4,-4,-3,6,6,1,-4,0,2,8,4,38,-4,1,7,-2,-4,2,10,1,3,4,-4,7,5,0,3,2
2,5,-4,-4,0,6,1,-4,0,1,10,3,82,-4,1,7,-3,-4,2,10,1,2,4,-4,7,5,0,1,2
1,4,-3,-4,0,7,1,-3,0,2,0,2,74,-3,1,8,-4,-4,2,10,2,2,3,-4,4,5,10,2,2
1,3,-4,-2,6,5,1,-5,1,1,8,2,64,-4,1,7,-2,-2,3,10,1,2,3,-3,7,3,1,6,3
1,3,-4,-1,5,5,1,-5,1,1,9,2,73,-5,1,8,-2,-2,3,10,1,1,4,-4,7,3,2,6,2
